1/1/0001 12:00:00 AM,2/7/2022 10:49:44 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
1/1/0001 12:00:00 AM,2/7/2022 10:51:47 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
1/1/0001 12:00:00 AM,2/7/2022 10:51:47 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
1/1/0001 12:00:00 AM,2/7/2022 10:51:47 AM,FUME DUST,TE_1953A_fault
1/1/0001 12:00:00 AM,2/7/2022 10:51:47 AM,RTO,TE_1951_fault
1/1/0001 12:00:00 AM,2/7/2022 10:51:47 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 10:51:47 AM,2/7/2022 10:51:59 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 10:51:47 AM,2/7/2022 10:51:59 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 10:51:47 AM,2/7/2022 10:51:59 AM,FUME DUST,TE_1953A_fault
2/7/2022 10:51:47 AM,2/7/2022 10:51:59 AM,RTO,TE_1951_fault
2/7/2022 10:51:47 AM,2/7/2022 10:51:59 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 10:52:02 AM,2/7/2022 11:03:50 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 10:52:02 AM,2/7/2022 11:03:50 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 10:52:02 AM,2/7/2022 11:03:50 AM,FUME DUST,TE_1953A_fault
2/7/2022 10:52:02 AM,2/7/2022 11:03:50 AM,RTO,TE_1951_fault
2/7/2022 10:52:02 AM,2/7/2022 11:03:50 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 11:04:26 AM,2/7/2022 11:04:47 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 11:04:26 AM,2/7/2022 11:04:47 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 11:04:26 AM,2/7/2022 11:04:47 AM,FUME DUST,TE_1953A_fault
2/7/2022 11:04:26 AM,2/7/2022 11:04:47 AM,RTO,TE_1951_fault
2/7/2022 11:04:26 AM,2/7/2022 11:04:47 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 11:09:30 AM,2/7/2022 11:15:26 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 11:09:30 AM,2/7/2022 11:15:26 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 11:09:30 AM,2/7/2022 11:15:26 AM,FUME DUST,TE_1953A_fault
2/7/2022 11:09:30 AM,2/7/2022 11:15:26 AM,RTO,TE_1951_fault
2/7/2022 11:09:30 AM,2/7/2022 11:15:26 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 11:15:28 AM,2/8/2022 11:24:02 AM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 11:15:28 AM,2/8/2022 11:24:02 AM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 11:15:28 AM,2/8/2022 11:24:02 AM,FUME DUST,TE_1953A_fault
2/7/2022 11:15:28 AM,2/8/2022 11:24:02 AM,RTO,TE_1951_fault
2/7/2022 11:15:28 AM,2/8/2022 11:24:02 AM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 2:06:03 PM,2/7/2022 2:06:26 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 2:06:03 PM,2/7/2022 2:06:26 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 2:06:03 PM,2/7/2022 2:06:26 PM,FUME DUST,TE_1953A_fault
2/7/2022 2:06:03 PM,2/7/2022 2:06:26 PM,RTO,TE_1951_fault
2/7/2022 2:06:03 PM,2/7/2022 2:06:26 PM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 2:10:38 PM,2/7/2022 2:10:49 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 2:10:38 PM,2/7/2022 2:10:49 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 2:10:38 PM,2/7/2022 2:10:49 PM,FUME DUST,TE_1953A_fault
2/7/2022 2:10:38 PM,2/7/2022 2:10:49 PM,RTO,TE_1951_fault
2/7/2022 2:10:38 PM,2/7/2022 2:10:49 PM,MCC ROOM,T.R. ROOM HUMI
2/7/2022 4:58:47 PM,2/8/2022 12:07:28 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/7/2022 4:58:47 PM,2/8/2022 12:07:28 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/7/2022 4:58:47 PM,2/8/2022 12:07:28 PM,FUME DUST,TE_1953A_fault
2/7/2022 4:58:47 PM,2/8/2022 12:07:28 PM,RTO,TE_1951_fault
2/7/2022 4:58:47 PM,2/8/2022 12:07:28 PM,MCC ROOM,T.R. ROOM HUMI
