2/19/2023 11:02:46 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,52.9,90,22.9,45,67.5,90
2/19/2023 11:02:51 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.2,90,22.9,45,67.5,90
2/19/2023 11:02:56 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.1,90,22.9,45,67.5,90
2/19/2023 11:03:01 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.5,90,22.9,45,67.5,90
2/19/2023 11:03:06 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,54,90,22.9,45,67.5,90
2/19/2023 11:03:11 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.6,90,22.9,45,67.5,90
2/19/2023 11:03:16 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.3,90,22.9,45,67.5,90
2/19/2023 11:03:21 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.2,90,22.9,45,67.5,90
2/19/2023 11:03:26 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.1,45,53.3,90,22.9,45,67.5,90
2/19/2023 11:03:31 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.3,90,22.9,45,67.5,90
2/19/2023 11:03:36 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.1,90,22.9,45,67.5,90
2/19/2023 11:03:41 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.5,90,22.9,45,67.5,90
2/19/2023 11:03:46 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,54,90,22.9,45,67.5,90
2/19/2023 11:03:51 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.3,90,22.9,45,67.5,90
2/19/2023 11:03:56 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.2,90,22.9,45,67.5,90
2/19/2023 11:04:01 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.2,90,22.9,45,67.4,90
2/19/2023 11:04:06 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.1,90,22.9,45,67.5,90
2/19/2023 11:04:11 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.6,90,22.9,45,67.4,90
2/19/2023 11:04:16 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.4,90,22.9,45,67.4,90
2/19/2023 11:04:21 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.3,90,22.9,45,67.4,90
2/19/2023 11:04:26 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.1,90,23,45,67.4,90
2/19/2023 11:04:31 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.2,90,23,45,67.3,90
2/19/2023 11:04:36 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.6,90,23,45,67.3,90
2/19/2023 11:04:41 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.8,90,23,45,67.3,90
2/19/2023 11:04:46 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,54,90,23,45,67.3,90
2/19/2023 11:04:51 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.5,90,23,45,67.3,90
2/19/2023 11:04:56 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.1,90,23,45,67.3,90
2/19/2023 11:05:01 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.1,90,23,45,67.3,90
2/19/2023 11:05:06 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.6,90,23,45,67.2,90
2/19/2023 11:05:11 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.9,90,23,45,67.2,90
2/19/2023 11:05:16 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.6,90,23,45,67.1,90
2/19/2023 11:05:21 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53,90,23,45,67,90
2/19/2023 11:05:26 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.8,90,23,45,67,90
2/19/2023 11:05:31 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,23,45,66.8,90
2/19/2023 11:05:36 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,22.9,45,66.7,90
2/19/2023 11:05:41 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,23,45,66.6,90
2/19/2023 11:05:46 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,23,45,66.5,90
2/19/2023 11:05:51 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,23,45,66.4,90
2/19/2023 11:05:56 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.5,90,23,45,66.4,90
2/19/2023 11:06:01 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,23,45,66.2,90
2/19/2023 11:06:06 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.2,90,23,45,65.9,90
2/19/2023 11:06:11 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,53.2,90,23,45,65.8,90
2/19/2023 11:06:16 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,23,45,65.7,90
2/19/2023 11:06:21 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,23,45,65.6,90
2/19/2023 11:06:26 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,23,45,65.6,90
2/19/2023 11:06:31 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,23,45,65.7,90
2/19/2023 11:06:36 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,22.9,45,65.6,90
2/19/2023 11:06:41 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.5,90,23,45,65.6,90
2/19/2023 11:06:46 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,22.9,45,65.5,90
2/19/2023 11:06:51 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.7,90,22.9,45,65.3,90
2/19/2023 11:06:56 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.6,90,22.9,45,65.2,90
2/19/2023 11:07:01 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.5,90,22.9,45,65,90
2/19/2023 11:07:06 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.3,90,22.9,45,65,90
2/19/2023 11:07:11 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.3,90,22.9,45,64.8,90
2/19/2023 11:07:16 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.2,90,22.9,45,64.7,90
2/19/2023 11:07:21 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.1,90,22.9,45,64.6,90
2/19/2023 11:07:26 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.2,45,52.1,90,22.9,45,64.6,90
2/19/2023 11:09:07 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.3,45,52.1,90,22.7,45,63.5,90
2/19/2023 11:09:12 AM,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2OK,22.3,45,52,90,22.7,45,63.5,90
