1/26/2022 2:49:34 PM,STOP,START,START,STOP,61.7,88
1/26/2022 2:49:39 PM,STOP,START,START,STOP,61.5,88
1/26/2022 2:49:44 PM,STOP,START,START,STOP,61.4,88
1/26/2022 2:49:49 PM,STOP,START,START,STOP,61.3,88
1/26/2022 2:49:54 PM,STOP,START,START,STOP,61.1,88
1/26/2022 2:49:59 PM,STOP,START,START,STOP,61,88
1/26/2022 3:21:53 PM,STOP,START,START,STOP,61.4,88
1/26/2022 3:21:58 PM,STOP,START,START,STOP,61.3,88
1/26/2022 3:22:03 PM,STOP,START,START,STOP,61.2,88
1/26/2022 3:22:08 PM,STOP,START,START,STOP,61,88
1/26/2022 3:22:13 PM,STOP,START,START,STOP,60.9,88
1/26/2022 3:22:18 PM,STOP,START,START,STOP,60.8,88
1/26/2022 3:22:23 PM,STOP,START,START,STOP,60.6,88
1/26/2022 3:22:28 PM,STOP,START,START,STOP,60.5,88
1/26/2022 3:22:33 PM,STOP,START,START,STOP,60.4,88
1/26/2022 3:22:38 PM,STOP,START,START,STOP,60.2,88
1/26/2022 3:22:43 PM,STOP,START,START,STOP,60.1,88
1/26/2022 3:22:48 PM,STOP,START,START,STOP,59.9,88
1/26/2022 3:22:53 PM,STOP,START,START,STOP,59.8,88
1/26/2022 3:22:58 PM,STOP,START,START,STOP,59.7,88
1/26/2022 3:23:03 PM,STOP,START,START,STOP,59.6,88
1/26/2022 3:23:08 PM,STOP,START,START,STOP,59.4,88
1/26/2022 3:23:13 PM,STOP,START,START,STOP,59.3,88
1/26/2022 3:23:18 PM,STOP,START,START,STOP,59.1,88
1/26/2022 3:23:23 PM,STOP,START,START,STOP,58.7,88
1/26/2022 3:23:28 PM,STOP,START,START,STOP,58.2,88
1/26/2022 3:23:33 PM,STOP,START,START,STOP,58.1,88
1/26/2022 3:23:38 PM,STOP,START,START,STOP,57.9,88
1/26/2022 3:23:43 PM,STOP,START,START,STOP,57.8,88
1/26/2022 3:23:48 PM,STOP,START,START,STOP,57.7,88
1/26/2022 3:23:53 PM,STOP,START,START,STOP,57.6,88
1/26/2022 3:23:58 PM,STOP,START,START,STOP,57.5,88
1/26/2022 3:24:03 PM,STOP,START,START,STOP,57.4,88
1/26/2022 3:24:08 PM,STOP,START,START,STOP,57.7,88
1/26/2022 3:24:13 PM,STOP,START,START,STOP,58.1,88
1/26/2022 3:24:18 PM,STOP,START,START,STOP,58.5,88
1/26/2022 3:24:23 PM,STOP,START,START,STOP,58.9,88
1/26/2022 3:24:28 PM,STOP,START,START,STOP,59.2,88
1/26/2022 3:24:33 PM,STOP,START,START,STOP,59.5,88
1/26/2022 3:24:38 PM,STOP,START,START,STOP,59.8,88
1/26/2022 3:24:43 PM,STOP,START,START,STOP,60.1,88
1/26/2022 3:24:48 PM,STOP,START,START,STOP,60.4,88
1/26/2022 3:24:53 PM,STOP,START,START,STOP,60.7,88
1/26/2022 3:24:58 PM,STOP,START,START,STOP,61,88
1/26/2022 3:25:03 PM,STOP,START,START,STOP,61.3,88
1/26/2022 3:25:08 PM,STOP,START,START,STOP,61.5,88
1/26/2022 3:25:13 PM,STOP,START,START,STOP,61.8,88
1/26/2022 3:25:18 PM,STOP,START,START,STOP,62.1,88
1/26/2022 3:25:23 PM,STOP,START,START,STOP,62.4,88
1/26/2022 3:25:28 PM,STOP,START,START,STOP,62.7,88
1/26/2022 3:25:33 PM,STOP,START,START,STOP,62.9,88
1/26/2022 3:25:38 PM,STOP,START,START,STOP,63.2,88
1/26/2022 3:25:43 PM,STOP,START,START,STOP,63.5,88
1/26/2022 3:25:48 PM,STOP,START,START,STOP,63.8,88
1/26/2022 3:25:53 PM,STOP,START,START,STOP,64,88
1/26/2022 3:25:58 PM,STOP,START,START,STOP,63.8,88
1/26/2022 3:26:03 PM,STOP,START,START,STOP,63.6,88
1/26/2022 3:26:08 PM,STOP,START,START,STOP,63.4,88
