2/19/2023 11:02:46 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-215.4,1
2/19/2023 11:02:51 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-215.7,1
2/19/2023 11:02:56 AM,STOP,27.8,34,STOP,19.5,35,STOP,28.3,500,STOP,-215.7,1
2/19/2023 11:03:01 AM,STOP,28,34,STOP,19.5,35,STOP,28.3,500,STOP,-213,1
2/19/2023 11:03:06 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-212.7,1
2/19/2023 11:03:11 AM,STOP,28,34,STOP,19.5,35,STOP,28.3,500,STOP,-212.7,1
2/19/2023 11:03:16 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-211.5,1
2/19/2023 11:03:21 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-210.5,1
2/19/2023 11:03:26 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-210.8,1
2/19/2023 11:03:31 AM,STOP,27.8,34,STOP,19.5,35,STOP,28.3,500,STOP,-210.5,1
2/19/2023 11:03:36 AM,STOP,27.8,34,STOP,19.5,35,STOP,28.3,500,STOP,-208.1,1
2/19/2023 11:03:41 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-208.1,1
2/19/2023 11:03:46 AM,STOP,27.8,34,STOP,19.7,35,STOP,28.3,500,STOP,-207.8,1
2/19/2023 11:03:51 AM,STOP,28,34,STOP,19.7,35,STOP,28.3,500,STOP,-207.8,1
2/19/2023 11:03:56 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-207.5,1
2/19/2023 11:04:01 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-205.4,1
2/19/2023 11:04:06 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-204.8,1
2/19/2023 11:04:11 AM,STOP,27.8,34,STOP,19.5,35,STOP,28.3,500,STOP,-205.1,1
2/19/2023 11:04:16 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-205.4,1
2/19/2023 11:04:21 AM,STOP,27.8,34,STOP,19.7,35,STOP,28.3,500,STOP,-202.3,1
2/19/2023 11:04:26 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-202.3,1
2/19/2023 11:04:31 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-202,1
2/19/2023 11:04:36 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-202.3,1
2/19/2023 11:04:41 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-202.3,1
2/19/2023 11:04:46 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-202.3,1
2/19/2023 11:04:51 AM,STOP,28,34,STOP,19.7,35,STOP,28.3,500,STOP,-200.5,1
2/19/2023 11:04:56 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-200.2,1
2/19/2023 11:05:01 AM,STOP,28,34,STOP,19.5,35,STOP,28.3,500,STOP,-199.9,1
2/19/2023 11:05:06 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-199.9,1
2/19/2023 11:05:11 AM,STOP,28,34,STOP,19.6,35,STOP,28.3,500,STOP,-199.9,1
2/19/2023 11:05:16 AM,STOP,27.9,34,STOP,19.7,35,STOP,28.3,500,STOP,-199.9,1
2/19/2023 11:05:21 AM,STOP,27.9,34,STOP,19.7,35,STOP,28.3,500,STOP,-199.9,1
2/19/2023 11:05:26 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-197.2,1
2/19/2023 11:05:31 AM,STOP,27.8,34,STOP,19.6,35,STOP,28.3,500,STOP,-196.9,1
2/19/2023 11:05:36 AM,STOP,27.9,34,STOP,19.6,35,STOP,28.3,500,STOP,-196.9,1
