3/1/2022 12:00:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:00:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:01:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:02:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:03:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:04:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:05:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:06:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:07:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:08:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:09:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:10:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:41 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:46 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:51 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:11:56 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:01 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:06 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:11 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:16 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:21 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:26 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:31 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:36 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:42 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:47 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:52 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:12:57 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:02 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:07 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:12 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:17 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:22 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:27 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:32 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:37 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:42 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:47 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:52 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:13:57 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:02 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:07 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:12 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:17 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:22 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:27 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:32 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:37 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:42 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:47 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:52 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:14:57 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:02 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:07 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:12 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:17 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:22 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:27 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
3/1/2022 12:15:32 AM,START,STOP,STOP,STOP,START,STOP,STOP,START,29.8,30
